국가,국가(원어),광역,광역(원어),지구,지구(원어),마을/AOC,마을/AOC(원어),생산자,생산자(원어)
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,볼네,Volnay,도멘 라파르주,Domaine Lafarge
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,볼네,Volnay,도멘 마르키 당제르빌,Domaine Marquis d'Angerville
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,몽텔리,Monthelie,,
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,옥세 뒤레스,Auxey-Duresses,,
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,뫼르소,Meursault,도멘 코슈 뒤리,Domaine Coche-Dury
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,뫼르소,Meursault,도멘 콩트 라퐁,Domaine Comtes Lafon
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,뫼르소,Meursault,도멘 룰로,Domaine Roulot
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,퓔리니 몽라셰,Puligny-Montrachet,도멘 에티엔 소제,Domaine Etienne Sauzet
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,퓔리니 몽라셰,Puligny-Montrachet,도멘 르플레브,Domaine Leflaive
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,퓔리니 몽라셰,Puligny-Montrachet,올리비에 르플레브,Olivier Leflaive
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,샤사뉴 몽라셰,Chassagne-Montrachet,도멘 라모네,Domaine Ramonet
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,생 토뱅,Saint-Aubin,,
프랑스,France,부르고뉴,Burgundy,코트 드 본,Cote de Beaune,상트네,Santenay,,
프랑스,France,부르고뉴,Burgundy,코트 샬로네즈,Cote Chalonnaise,메르퀴레,Mercurey,,
프랑스,France,부르고뉴,Burgundy,코트 샬로네즈,Cote Chalonnaise,륄리,Rully,,
프랑스,France,부르고뉴,Burgundy,코트 샬로네즈,Cote Chalonnaise,지브리,Givry,,
프랑스,France,부르고뉴,Burgundy,코트 샬로네즈,Cote Chalonnaise,몽타니,Montagny,,
프랑스,France,부르고뉴,Burgundy,마코네,Maconnais,푸이 퓌세,Pouilly-Fuisse,,
프랑스,France,부르고뉴,Burgundy,마코네,Maconnais,생 베랑,Saint-Veran,,
프랑스,France,부르고뉴,Burgundy,마코네,Maconnais,비레 클레세,Vire-Clesse,,
프랑스,France,부르고뉴,Burgundy,마코네,Maconnais,마콩,Macon,,
프랑스,France,부르고뉴,Burgundy,보졸레,Beaujolais,물랭 아 방,Moulin-a-Vent,조르주 뒤뵈프,Georges Duboeuf
프랑스,France,부르고뉴,Burgundy,보졸레,Beaujolais,플뢰리,Fleurie,,
프랑스,France,부르고뉴,Burgundy,보졸레,Beaujolais,모르공,Morgon,마르셀 라피에르,Marcel Lapierre
프랑스,France,부르고뉴,Burgundy,보졸레,Beaujolais,브루이,Brouilly,,
프랑스,France,부르고뉴,Burgundy,보졸레,Beaujolais,쥘리에나,Julienas,,
프랑스,France,부르고뉴,Burgundy,보졸레,Beaujolais,셰나,Chenas,,
프랑스,France,부르고뉴,Burgundy,보졸레,Beaujolais,시루블,Chiroubles,,
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,브뤼노 파야르,Bruno Paillard
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,샤를 하이직,Charles Heidsieck
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,크리스탈,Cristal
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,되츠,Deutz
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,고세,Gosset
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,앙리오,Henriot
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,크뤼그,Krug
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,로랑 페리에,Laurent-Perrier
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,루이 로드레,Louis Roederer
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,파이퍼 하이직,Piper-Heidsieck
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,뤼나르,Ruinart
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,테탱저,Taittinger
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,뵈브 클리코,Veuve Clicquot
프랑스,France,샹파뉴,Champagne,몽타뉴 드 랭스,Montagne de Reims,랭스,Reims,빌마르,Vilmart
프랑스,France,샹파뉴,Champagne,코트 데 블랑,Cote des Blancs,코트 데 블랑,Cote des Blancs,아그라파르,Agrapart
프랑스,France,샹파뉴,Champagne,코트 데 블랑,Cote des Blancs,코트 데 블랑,Cote des Blancs,뒤발 르로이,Duval-Leroy
프랑스,France,샹파뉴,Champagne,코트 데 블랑,Cote des Blancs,코트 데 블랑,Cote des Blancs,자크 셀로스,Jacques Selosse
프랑스,France,샹파뉴,Champagne,코트 데 블랑,Cote des Blancs,코트 데 블랑,Cote des Blancs,라르망디에 베르니에,Larmandier-Bernier
프랑스,France,샹파뉴,Champagne,코트 데 블랑,Cote des Blancs,코트 데 블랑,Cote des Blancs,피에르 페테르,Pierre Peters
프랑스,France,샹파뉴,Champagne,코트 데 블랑,Cote des Blancs,코트 데 블랑,Cote des Blancs,살롱,Salon
프랑스,France,샹파뉴,Champagne,발레 드 라 마른,Vallee de la Marne,에페르네,Epernay,빌카르 살몽,Billecart-Salmon
프랑스,France,샹파뉴,Champagne,발레 드 라 마른,Vallee de la Marne,에페르네,Epernay,볼랭저,Bollinger
프랑스,France,샹파뉴,Champagne,발레 드 라 마른,Vallee de la Marne,에페르네,Epernay,동 페리뇽,Dom Perignon
프랑스,France,샹파뉴,Champagne,발레 드 라 마른,Vallee de la Marne,에페르네,Epernay,자크송,Jacquesson
프랑스,France,샹파뉴,Champagne,발레 드 라 마른,Vallee de la Marne,에페르네,Epernay,모엣 샹동,Moet et Chandon
프랑스,France,샹파뉴,Champagne,발레 드 라 마른,Vallee de la Marne,에페르네,Epernay,페리에 주에,Perrier-Jouet
프랑스,France,샹파뉴,Champagne,발레 드 라 마른,Vallee de la Marne,에페르네,Epernay,필리포나,Philipponnat
프랑스,France,샹파뉴,Champagne,발레 드 라 마른,Vallee de la Marne,에페르네,Epernay,폴 로저,Pol Roger
프랑스,France,론,Rhone,북부 론,Northern Rhone,코트 로티,Cote-Rotie,도멘 자메,Domaine Jamet
프랑스,France,론,Rhone,북부 론,Northern Rhone,코트 로티,Cote-Rotie,기갈,E. Guigal
프랑스,France,론,Rhone,북부 론,Northern Rhone,코트 로티,Cote-Rotie,기갈,Guigal
프랑스,France,론,Rhone,북부 론,Northern Rhone,코트 로티,Cote-Rotie,르네 로스탱,Rene Rostaing
프랑스,France,론,Rhone,북부 론,Northern Rhone,콩드리외,Condrieu,,
프랑스,France,론,Rhone,북부 론,Northern Rhone,에르미타주,Hermitage,샤푸티에,Chapoutier
프랑스,France,론,Rhone,북부 론,Northern Rhone,에르미타주,Hermitage,장 루이 샤브,Jean-Louis Chave
프랑스,France,론,Rhone,북부 론,Northern Rhone,에르미타주,Hermitage,폴 자불레 애네,Paul Jaboulet Aine
프랑스,France,론,Rhone,북부 론,Northern Rhone,크로즈 에르미타주,Crozes-Hermitage,알랭 그라이요,Alain Graillot
프랑스,France,론,Rhone,북부 론,Northern Rhone,생조제프,Saint-Joseph,,
프랑스,France,론,Rhone,북부 론,Northern Rhone,코르나스,Cornas,,
프랑스,France,론,Rhone,북부 론,Northern Rhone,생 페레,Saint-Peray,,
프랑스,France,론,Rhone,남부 론,Southern Rhone,샤토뇌프 뒤 파프,Chateauneuf-du-Pape,샤토 라야스,Chateau Rayas
프랑스,France,론,Rhone,남부 론,Southern Rhone,샤토뇌프 뒤 파프,Chateauneuf-du-Pape,샤토 드 보카스텔,Chateau de Beaucastel
프랑스,France,론,Rhone,남부 론,Southern Rhone,샤토뇌프 뒤 파프,Chateauneuf-du-Pape,클로 데 파프,Clos des Papes
프랑스,France,론,Rhone,남부 론,Southern Rhone,샤토뇌프 뒤 파프,Chateauneuf-du-Pape,도멘 뒤 페고,Domaine du Pegau
프랑스,France,론,Rhone,남부 론,Southern Rhone,샤토뇌프 뒤 파프,Chateauneuf-du-Pape,도멘 뒤 비외 텔레그라프,Domaine du Vieux Telegraphe
프랑스,France,론,Rhone,남부 론,Southern Rhone,지공다스,Gigondas,,
프랑스,France,론,Rhone,남부 론,Southern Rhone,바케라스,Vacqueyras,,
프랑스,France,론,Rhone,남부 론,Southern Rhone,타벨,Tavel,,
프랑스,France,론,Rhone,남부 론,Southern Rhone,리락,Lirac,,
프랑스,France,론,Rhone,남부 론,Southern Rhone,뱅소브르,Vinsobres,,
프랑스,France,루아르,Loire,중부 루아르,Central Loire,상세르,Sancerre,알퐁스 멜로,Alphonse Mellot
프랑스,France,루아르,Loire,중부 루아르,Central Loire,상세르,Sancerre,도멘 바슈롱,Domaine Vacheron
프랑스,France,루아르,Loire,중부 루아르,Central Loire,상세르,Sancerre,앙리 부르주아,Henri Bourgeois
프랑스,France,루아르,Loire,중부 루아르,Central Loire,푸이 퓌메,Pouilly-Fume,디디에 다그노,Didier Dagueneau
프랑스,France,루아르,Loire,중부 루아르,Central Loire,므네투 살롱,Menetou-Salon,,
프랑스,France,루아르,Loire,중부 루아르,Central Loire,캥시,Quincy,,
프랑스,France,루아르,Loire,중부 루아르,Central Loire,뢰이,Reuilly,,
프랑스,France,루아르,Loire,투렌,Touraine,부브레,Vouvray,도멘 위에,Domaine Huet
프랑스,France,루아르,Loire,투렌,Touraine,시농,Chinon,,
프랑스,France,루아르,Loire,투렌,Touraine,부르괴이,Bourgueil,,
프랑스,France,루아르,Loire,앙주 소뮈르,Anjou-Saumur,사브니에르,Savennieres,,
프랑스,France,루아르,Loire,앙주 소뮈르,Anjou-Saumur,코토 뒤 레용,Coteaux du Layon,,
프랑스,France,루아르,Loire,앙주 소뮈르,Anjou-Saumur,앙주,Anjou,,
프랑스,France,루아르,Loire,앙주 소뮈르,Anjou-Saumur,소뮈르,Saumur,,
프랑스,France,루아르,Loire,페이 낭테,Pays Nantais,뮈스카데,Muscadet,,
프랑스,France,알자스,Alsace,알자스,Alsace,알자스,Alsace,도멘 마르셀 다이스,Domaine Marcel Deiss
프랑스,France,알자스,Alsace,알자스,Alsace,알자스,Alsace,도멘 오스테르타그,Domaine Ostertag
프랑스,France,알자스,Alsace,알자스,Alsace,알자스,Alsace,도멘 바인바흐,Domaine Weinbach
프랑스,France,알자스,Alsace,알자스,Alsace,알자스,Alsace,도멘 진트 훔브레히트,Domaine Zind-Humbrecht
프랑스,France,알자스,Alsace,알자스,Alsace,알자스,Alsace,휘겔,Hugel
프랑스,France,알자스,Alsace,알자스,Alsace,알자스,Alsace,트림바흐,Trimbach
프랑스,France,쥐라,Jura,쥐라,Jura,아르부아,Arbois,,
프랑스,France,쥐라,Jura,쥐라,Jura,샤토 샬롱,Chateau-Chalon,,
프랑스,France,프로방스,Provence,프로방스,Provence,방돌,Bandol,도멘 탕피에,Domaine Tempier
프랑스,France,프로방스,Provence,프로방스,Provence,카시스,Cassis,,
프랑스,France,프로방스,Provence,프로방스,Provence,코트 드 프로방스,Cotes de Provence,샤토 시몬,Chateau Simone
프랑스,France,프로방스,Provence,프로방스,Provence,코트 드 프로방스,Cotes de Provence,샤토 데스클랑,Chateau d'Esclans
프랑스,France,프로방스,Provence,프로방스,Provence,코트 드 프로방스,Cotes de Provence,도멘 오트,Domaine Ott
프랑스,France,랑그도크 루시용,Languedoc-Roussillon,랑그도크,Languedoc,코르비에르,Corbieres,,
프랑스,France,랑그도크 루시용,Languedoc-Roussillon,랑그도크,Languedoc,미네르부아,Minervois,,
프랑스,France,랑그도크 루시용,Languedoc-Roussillon,랑그도크,Languedoc,포제르,Faugeres,,
프랑스,France,랑그도크 루시용,Languedoc-Roussillon,랑그도크,Languedoc,픽 생 루,Pic Saint-Loup,,
프랑스,France,랑그도크 루시용,Languedoc-Roussillon,루시용,Roussillon,바뉠스,Banyuls,,
프랑스,France,쉬드 우에스트,South West,쉬드 우에스트,South West,카오르,Cahors,,
프랑스,France,쉬드 우에스트,South West,쉬드 우에스트,South West,마디랑,Madiran,샤토 몽튀스,Chateau Montus
프랑스,France,쉬드 우에스트,South West,쉬드 우에스트,South West,쥐랑송,Jurancon,,
프랑스,France,쉬드 우에스트,South West,쉬드 우에스트,South West,베르주라크,Bergerac,,
프랑스,France,쉬드 우에스트,South West,쉬드 우에스트,South West,몽바지야크,Monbazillac,,
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,알도 콘테르노,Aldo Conterno
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,바르톨로 마스카렐로,Bartolo Mascarello
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,체레토,Ceretto
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,도메니코 클레리코,Domenico Clerico
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,엘리오 알타레,Elio Altare
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,자코모 콘테르노,Giacomo Conterno
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,주세페 마스카렐로,Giuseppe Mascarello
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,마솔리노,Massolino
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,미켈레 키아를로,Michele Chiarlo
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,파올로 스카비노,Paolo Scavino
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,피오 체사레,Pio Cesare
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,로베르토 보에르치오,Roberto Voerzio
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바롤로,Barolo,비에티,Vietti
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바르바레스코,Barbaresco,브루노 자코사,Bruno Giacosa
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바르바레스코,Barbaresco,가야,Gaja
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,바르바레스코,Barbaresco,프로두토리 델 바르바레스코,Produttori del Barbaresco
이탈리아,Italy,피에몬테,Piedmont,랑게,Langhe,랑게,Langhe,,
이탈리아,Italy,피에몬테,Piedmont,로에로,Roero,로에로,Roero,,
이탈리아,Italy,피에몬테,Piedmont,몬페라토,Monferrato,아스티,Asti,,
이탈리아,Italy,피에몬테,Piedmont,몬페라토,Monferrato,몬페라토,Monferrato,,
이탈리아,Italy,피에몬테,Piedmont,가비,Gavi,가비,Gavi,,
이탈리아,Italy,피에몬테,Piedmont,알토 피에몬테,Alto Piemonte,겜메 가티나라,Ghemme-Gattinara,,
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,안티노리,Antinori
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,카스텔로 디 아마,Castello di Ama
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,카스텔로 디 볼파이아,Castello di Volpaia
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,펠시나,Felsina
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,폰토디,Fontodi
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,이솔레 에 올레나,Isole e Olena
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,마르케시 안티노리,Marchesi Antinori
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,쿠에르차벨라,Querciabella
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,루피노,Ruffino
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,솔라이아,Solaia
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티 클라시코,Chianti Classico,티냐넬로,Tignanello
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티,Chianti,프레스코발디,Frescobaldi
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,키안티,Chianti,마르케시 데 프레스코발디,Marchesi de' Frescobaldi
이탈리아,Italy,토스카나,Tuscany,키안티,Chianti,루피나,Rufina,,
이탈리아,Italy,토스카나,Tuscany,몬탈치노,Montalcino,브루넬로 디 몬탈치노,Brunello di Montalcino,아르지아노,Argiano
이탈리아,Italy,토스카나,Tuscany,몬탈치노,Montalcino,브루넬로 디 몬탈치노,Brunello di Montalcino,반피,Banfi
이탈리아,Italy,토스카나,Tuscany,몬탈치노,Montalcino,브루넬로 디 몬탈치노,Brunello di Montalcino,비온디 산티,Biondi-Santi
이탈리아,Italy,토스카나,Tuscany,몬탈치노,Montalcino,브루넬로 디 몬탈치노,Brunello di Montalcino,카사노바 디 네리,Casanova di Neri
이탈리아,Italy,토스카나,Tuscany,몬탈치노,Montalcino,브루넬로 디 몬탈치노,Brunello di Montalcino,카스텔로 반피,Castello Banfi
이탈리아,Italy,토스카나,Tuscany,몬탈치노,Montalcino,브루넬로 디 몬탈치노,Brunello di Montalcino,일 포조네,Il Poggione
이탈리아,Italy,토스카나,Tuscany,몬탈치노,Montalcino,브루넬로 디 몬탈치노,Brunello di Montalcino,포조 디 소토,Poggio di Sotto
이탈리아,Italy,토스카나,Tuscany,몬탈치노,Montalcino,브루넬로 디 몬탈치노,Brunello di Montalcino,솔데라,Soldera
이탈리아,Italy,토스카나,Tuscany,몬테풀차노,Montepulciano,비노 노빌레 디 몬테풀차노,Vino Nobile di Montepulciano,,
이탈리아,Italy,토스카나,Tuscany,마렘마,Maremma,볼게리,Bolgheri,구아도 알 타소,Guado al Tasso
이탈리아,Italy,토스카나,Tuscany,마렘마,Maremma,볼게리,Bolgheri,마세토,Masseto
이탈리아,Italy,토스카나,Tuscany,마렘마,Maremma,볼게리,Bolgheri,오르넬라이아,Ornellaia
이탈리아,Italy,토스카나,Tuscany,마렘마,Maremma,볼게리,Bolgheri,사시카이아,Sassicaia
이탈리아,Italy,토스카나,Tuscany,마렘마,Maremma,볼게리,Bolgheri,테누타 산 귀도,Tenuta San Guido
이탈리아,Italy,토스카나,Tuscany,마렘마,Maremma,볼게리,Bolgheri,테누타 델 오르넬라이아,Tenuta dell'Ornellaia
이탈리아,Italy,토스카나,Tuscany,마렘마,Maremma,모렐리노 디 스칸사노,Morellino di Scansano,,
이탈리아,Italy,토스카나,Tuscany,산 지미냐노,San Gimignano,베르나차 디 산 지미냐노,Vernaccia di San Gimignano,,
이탈리아,Italy,토스카나,Tuscany,카르미냐노,Carmignano,카르미냐노,Carmignano,,
이탈리아,Italy,베네토,Veneto,발폴리첼라,Valpolicella,아마로네 델라 발폴리첼라,Amarone della Valpolicella,주세페 퀸타렐리,Giuseppe Quintarelli
이탈리아,Italy,베네토,Veneto,발폴리첼라,Valpolicella,아마로네 델라 발폴리첼라,Amarone della Valpolicella,로마노 달 포르노,Romano Dal Forno
이탈리아,Italy,베네토,Veneto,발폴리첼라,Valpolicella,발폴리첼라,Valpolicella,알레그리니,Allegrini
이탈리아,Italy,베네토,Veneto,발폴리첼라,Valpolicella,발폴리첼라,Valpolicella,베르타니,Bertani
이탈리아,Italy,베네토,Veneto,발폴리첼라,Valpolicella,발폴리첼라,Valpolicella,볼라,Bolla
이탈리아,Italy,베네토,Veneto,발폴리첼라,Valpolicella,발폴리첼라,Valpolicella,마시,Masi
이탈리아,Italy,베네토,Veneto,발폴리첼라,Valpolicella,발폴리첼라,Valpolicella,토마시,Tommasi
이탈리아,Italy,베네토,Veneto,발폴리첼라,Valpolicella,발폴리첼라,Valpolicella,제나토,Zenato
이탈리아,Italy,베네토,Veneto,소아베,Soave,소아베,Soave,,
이탈리아,Italy,베네토,Veneto,바르돌리노,Bardolino,바르돌리노,Bardolino,,
이탈리아,Italy,베네토,Veneto,프로세코,Prosecco,코넬리아노 발도비아데네,Conegliano Valdobbiadene,,
이탈리아,Italy,베네토,Veneto,프로세코,Prosecco,프로세코,Prosecco,,
이탈리아,Italy,베네토,Veneto,콜리 에우가네이,Colli Euganei,콜리 에우가네이,Colli Euganei,,
이탈리아,Italy,프리울리 베네치아 줄리아,Friuli-Venezia Giulia,콜리오,Collio,콜리오,Collio,그라브너,Gravner
이탈리아,Italy,프리울리 베네치아 줄리아,Friuli-Venezia Giulia,콜리오,Collio,콜리오,Collio,예르만,Jermann
이탈리아,Italy,프리울리 베네치아 줄리아,Friuli-Venezia Giulia,콜리오,Collio,콜리오,Collio,라디콘,Radikon
이탈리아,Italy,프리울리 베네치아 줄리아,Friuli-Venezia Giulia,콜리 오리엔탈리,Colli Orientali,콜리 오리엔탈리 델 프리울리,Colli Orientali del Friuli,리비오 펠루가,Livio Felluga
이탈리아,Italy,프리울리 베네치아 줄리아,Friuli-Venezia Giulia,이손초,Isonzo,프리울리 이손초,Friuli Isonzo,,
이탈리아,Italy,트렌티노 알토 아디제,Trentino-Alto Adige,알토 아디제,Alto Adige,알토 아디제,Alto Adige,알로이스 라게더,Alois Lageder
이탈리아,Italy,트렌티노 알토 아디제,Trentino-Alto Adige,알토 아디제,Alto Adige,알토 아디제,Alto Adige,엘레나 발흐,Elena Walch
이탈리아,Italy,트렌티노 알토 아디제,Trentino-Alto Adige,트렌티노,Trentino,트렌티노,Trentino,페라리,Ferrari
이탈리아,Italy,롬바르디아,Lombardy,프란차코르타,Franciacorta,프란차코르타,Franciacorta,벨라비스타,Bellavista
이탈리아,Italy,롬바르디아,Lombardy,프란차코르타,Franciacorta,프란차코르타,Franciacorta,카 델 보스코,Ca' del Bosco
이탈리아,Italy,롬바르디아,Lombardy,발텔리나,Valtellina,발텔리나,Valtellina,,
이탈리아,Italy,롬바르디아,Lombardy,올트레포 파베제,Oltrepo Pavese,올트레포 파베제,Oltrepo Pavese,,
이탈리아,Italy,에밀리아 로마냐,Emilia-Romagna,람브루스코,Lambrusco,람브루스코 디 소르바라,Lambrusco di Sorbara,,
이탈리아,Italy,에밀리아 로마냐,Emilia-Romagna,로마냐,Romagna,로마냐,Romagna,,
이탈리아,Italy,마르케,Marche,베르디키오,Verdicchio,베르디키오 데이 카스텔리 디 예지,Verdicchio dei Castelli di Jesi,,
이탈리아,Italy,마르케,Marche,베르디키오,Verdicchio,베르디키오 디 마텔리카,Verdicchio di Matelica,,
이탈리아,Italy,마르케,Marche,코네로,Conero,로소 코네로,Rosso Conero,,
이탈리아,Italy,마르케,Marche,피체노,Piceno,로소 피체노,Rosso Piceno,,
이탈리아,Italy,움브리아,Umbria,몬테팔코,Montefalco,몬테팔코,Montefalco,,
이탈리아,Italy,움브리아,Umbria,오르비에토,Orvieto,오르비에토,Orvieto,,
이탈리아,Italy,움브리아,Umbria,토르자노,Torgiano,토르자노,Torgiano,,
이탈리아,Italy,아브루초,Abruzzo,아브루초,Abruzzo,몬테풀차노 다브루초,Montepulciano d'Abruzzo,,
이탈리아,Italy,아브루초,Abruzzo,아브루초,Abruzzo,트레비아노 다브루초,Trebbiano d'Abruzzo,,
이탈리아,Italy,라치오,Lazio,프라스카티,Frascati,프라스카티,Frascati,,
이탈리아,Italy,캄파니아,Campania,이르피니아,Irpinia,타우라시,Taurasi,페우디 디 산 그레고리오,Feudi di San Gregorio
이탈리아,Italy,캄파니아,Campania,이르피니아,Irpinia,타우라시,Taurasi,마스트로베라르디노,Mastroberardino
이탈리아,Italy,캄파니아,Campania,이르피니아,Irpinia,그레코 디 투포,Greco di Tufo,,
이탈리아,Italy,캄파니아,Campania,이르피니아,Irpinia,피아노 디 아벨리노,Fiano di Avellino,,
이탈리아,Italy,캄파니아,Campania,산니오,Sannio,산니오,Sannio,,
이탈리아,Italy,캄파니아,Campania,베수비오,Vesuvio,베수비오,Vesuvio,,
이탈리아,Italy,풀리아,Puglia,살렌토,Salento,만두리아,Manduria,,
이탈리아,Italy,풀리아,Puglia,살렌토,Salento,살렌토,Salento,,
이탈리아,Italy,풀리아,Puglia,카스텔 델 몬테,Castel del Monte,카스텔 델 몬테,Castel del Monte,,
이탈리아,Italy,바실리카타,Basilicata,불투레,Vulture,알리아니코 델 불투레,Aglianico del Vulture,,
이탈리아,Italy,칼라브리아,Calabria,치로,Ciro,치로,Ciro,,
이탈리아,Italy,시칠리아,Sicily,에트나,Etna,에트나,Etna,파소피시아로,Passopisciaro
이탈리아,Italy,시칠리아,Sicily,에트나,Etna,에트나,Etna,타스카 달메리타,Tasca d'Almerita
이탈리아,Italy,시칠리아,Sicily,비토리아,Vittoria,체라수올로 디 비토리아,Cerasuolo di Vittoria,,
이탈리아,Italy,시칠리아,Sicily,마르살라,Marsala,마르살라,Marsala,돈나푸가타,Donnafugata
이탈리아,Italy,시칠리아,Sicily,판텔레리아,Pantelleria,판텔레리아,Pantelleria,,
이탈리아,Italy,시칠리아,Sicily,멘피,Menfi,멘피,Menfi,플라네타,Planeta
이탈리아,Italy,사르데냐,Sardinia,갈루라,Gallura,갈루라,Gallura,,
이탈리아,Italy,사르데냐,Sardinia,술치스,Sulcis,술치스,Sulcis,아르지올라스,Argiolas
이탈리아,Italy,리구리아,Liguria,친퀘 테레,Cinque Terre,친퀘 테레,Cinque Terre,,
이탈리아,Italy,리구리아,Liguria,리비에라 디 포넨테,Riviera di Ponente,리비에라 디 포넨테,Riviera di Ponente,,
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알타,Rioja Alta,쿠네,CVNE
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알타,Rioja Alta,라 리오하 알타,La Rioja Alta
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알타,Rioja Alta,로페스 데 에레디아,Lopez de Heredia
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알타,Rioja Alta,마르케스 데 무리에타,Marques de Murrieta
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알타,Rioja Alta,무가,Muga
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알타,Rioja Alta,로다,Roda
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알타,Rioja Alta,톤도니아,Tondonia
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알라베사,Rioja Alavesa,아르타디,Artadi
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알라베사,Rioja Alavesa,콘티노,Contino
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알라베사,Rioja Alavesa,마르케스 데 리스칼,Marques de Riscal
스페인,Spain,리오하,Rioja,리오하,Rioja,리오하 알라베사,Rioja Alavesa,레미레스 데 가누사,Remirez de Ganuza
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,리베라 델 두에로,Ribera del Duero,알토,Aalto
