국가,국가(원어),광역,광역(원어),지구,지구(원어),마을/AOC,마을/AOC(원어),생산자,생산자(원어)
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,리베라 델 두에로,Ribera del Duero,도미니오 데 핑구스,Dominio de Pingus
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,리베라 델 두에로,Ribera del Duero,에밀리오 모로,Emilio Moro
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,리베라 델 두에로,Ribera del Duero,페스케라,Pesquera
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,리베라 델 두에로,Ribera del Duero,핑구스,Pingus
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,리베라 델 두에로,Ribera del Duero,우니코,Unico
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,리베라 델 두에로,Ribera del Duero,베가 시실리아,Vega Sicilia
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,토로,Toro,누만시아,Numanthia
스페인,Spain,카스티야 이 레온,Castilla y Leon,두에로,Duero,루에다,Rueda,,
스페인,Spain,카스티야 이 레온,Castilla y Leon,비에르소,Bierzo,비에르소,Bierzo,,
스페인,Spain,카탈루냐,Catalonia,프리오라트,Priorat,프리오라트,Priorat,알바로 팔라시오스,Alvaro Palacios
스페인,Spain,카탈루냐,Catalonia,프리오라트,Priorat,프리오라트,Priorat,클로스 모가도르,Clos Mogador
스페인,Spain,카탈루냐,Catalonia,프리오라트,Priorat,프리오라트,Priorat,레르미타,L'Ermita
스페인,Spain,카탈루냐,Catalonia,프리오라트,Priorat,몬산트,Montsant,,
스페인,Spain,카탈루냐,Catalonia,페네데스,Penedes,페네데스,Penedes,미겔 토레스,Miguel Torres
스페인,Spain,카탈루냐,Catalonia,페네데스,Penedes,페네데스,Penedes,토레스,Torres
스페인,Spain,카탈루냐,Catalonia,페네데스,Penedes,카바,Cava,코도르니우,Codorniu
스페인,Spain,카탈루냐,Catalonia,페네데스,Penedes,카바,Cava,프레이세넷,Freixenet
스페인,Spain,카탈루냐,Catalonia,페네데스,Penedes,카바,Cava,그라모나,Gramona
스페인,Spain,카탈루냐,Catalonia,페네데스,Penedes,카바,Cava,레카레도,Recaredo
스페인,Spain,갈리시아,Galicia,리아스 바이샤스,Rias Baixas,리아스 바이샤스,Rias Baixas,,
스페인,Spain,갈리시아,Galicia,발데오라스,Valdeorras,발데오라스,Valdeorras,,
스페인,Spain,나바라,Navarra,나바라,Navarra,나바라,Navarra,,
스페인,Spain,아라곤,Aragon,아라곤,Aragon,칼라타유드,Calatayud,,
스페인,Spain,아라곤,Aragon,아라곤,Aragon,캄포 데 보르하,Campo de Borja,,
스페인,Spain,안달루시아,Andalusia,헤레스,Jerez,헤레스,Jerez,바르바디요,Barbadillo
스페인,Spain,안달루시아,Andalusia,헤레스,Jerez,헤레스,Jerez,곤잘레스 비아스,Gonzalez Byass
스페인,Spain,안달루시아,Andalusia,헤레스,Jerez,헤레스,Jerez,루스타우,Lustau
스페인,Spain,안달루시아,Andalusia,헤레스,Jerez,헤레스,Jerez,오스본,Osborne
스페인,Spain,안달루시아,Andalusia,헤레스,Jerez,헤레스,Jerez,티오 페페,Tio Pepe
스페인,Spain,레반테,Levante,레반테,Levante,후미야,Jumilla,,
포르투갈,Portugal,도루,Douro,도루,Douro,포르투,Porto,다우스,Dow's
포르투갈,Portugal,도루,Douro,도루,Douro,포르투,Porto,폰세카,Fonseca
포르투갈,Portugal,도루,Douro,도루,Douro,포르투,Porto,그라함스,Graham's
포르투갈,Portugal,도루,Douro,도루,Douro,포르투,Porto,니포르트,Niepoort
포르투갈,Portugal,도루,Douro,도루,Douro,포르투,Porto,퀸타 두 노발,Quinta do Noval
포르투갈,Portugal,도루,Douro,도루,Douro,포르투,Porto,하무스 핀투,Ramos Pinto
포르투갈,Portugal,도루,Douro,도루,Douro,포르투,Porto,테일러스,Taylor's
포르투갈,Portugal,도루,Douro,도루,Douro,포르투,Porto,워레스,Warre's
포르투갈,Portugal,도루,Douro,도루,Douro,도루,Douro,바르카 벨랴,Barca Velha
포르투갈,Portugal,도루,Douro,도루,Douro,도루,Douro,퀸타 두 크라스투,Quinta do Crasto
포르투갈,Portugal,미뉴,Minho,비뉴 베르드,Vinho Verde,비뉴 베르드,Vinho Verde,,
포르투갈,Portugal,베이라스,Beiras,당,Dao,당,Dao,,
포르투갈,Portugal,베이라스,Beiras,바이하다,Bairrada,바이하다,Bairrada,,
포르투갈,Portugal,알렌테주,Alentejo,알렌테주,Alentejo,알렌테주,Alentejo,,
포르투갈,Portugal,마데이라,Madeira,마데이라,Madeira,마데이라,Madeira,블랜디스,Blandy's
포르투갈,Portugal,세투발,Setubal,세투발,Setubal,세투발,Setubal,,
독일,Germany,모젤,Mosel,모젤,Mosel,모젤,Mosel,닥터 루젠,Dr. Loosen
독일,Germany,모젤,Mosel,모젤,Mosel,모젤,Mosel,에곤 뮐러,Egon Muller
독일,Germany,모젤,Mosel,모젤,Mosel,모젤,Mosel,프리츠 하그,Fritz Haag
독일,Germany,모젤,Mosel,모젤,Mosel,모젤,Mosel,제이제이 프륌,J.J. Prum
독일,Germany,모젤,Mosel,모젤,Mosel,모젤,Mosel,요한 요제프 프륌,Joh. Jos. Prum
독일,Germany,모젤,Mosel,모젤,Mosel,모젤,Mosel,마르쿠스 몰리토어,Markus Molitor
독일,Germany,모젤,Mosel,모젤,Mosel,모젤,Mosel,젤바흐 오스터,Selbach-Oster
독일,Germany,모젤,Mosel,모젤,Mosel,모젤,Mosel,빌리 셰퍼,Willi Schaefer
독일,Germany,라인가우,Rheingau,라인가우,Rheingau,라인가우,Rheingau,게오르크 브로이어,Georg Breuer
독일,Germany,라인가우,Rheingau,라인가우,Rheingau,라인가우,Rheingau,로베르트 바일,Robert Weil
독일,Germany,라인가우,Rheingau,라인가우,Rheingau,라인가우,Rheingau,슐로스 요하니스베르크,Schloss Johannisberg
독일,Germany,라인헤센,Rheinhessen,라인헤센,Rheinhessen,라인헤센,Rheinhessen,군더로흐,Gunderloch
독일,Germany,라인헤센,Rheinhessen,라인헤센,Rheinhessen,라인헤센,Rheinhessen,켈러,Keller
독일,Germany,라인헤센,Rheinhessen,라인헤센,Rheinhessen,라인헤센,Rheinhessen,비트만,Wittmann
독일,Germany,팔츠,Pfalz,팔츠,Pfalz,팔츠,Pfalz,닥터 뷔르클린 볼프,Dr. Burklin-Wolf
독일,Germany,팔츠,Pfalz,팔츠,Pfalz,팔츠,Pfalz,뮐러 카토아,Muller-Catoir
독일,Germany,나에,Nahe,나에,Nahe,나에,Nahe,,
독일,Germany,바덴,Baden,바덴,Baden,바덴,Baden,베른하르트 후버,Bernhard Huber
독일,Germany,프랑켄,Franken,프랑켄,Franken,프랑켄,Franken,,
독일,Germany,아르,Ahr,아르,Ahr,아르,Ahr,,
오스트리아,Austria,니더외스터라이히,Niederosterreich,바하우,Wachau,바하우,Wachau,알칭거,Alzinger
오스트리아,Austria,니더외스터라이히,Niederosterreich,바하우,Wachau,바하우,Wachau,에메리히 크놀,Emmerich Knoll
오스트리아,Austria,니더외스터라이히,Niederosterreich,바하우,Wachau,바하우,Wachau,에프엑스 피클러,F.X. Pichler
오스트리아,Austria,니더외스터라이히,Niederosterreich,바하우,Wachau,바하우,Wachau,히르츠베르거,Hirtzberger
오스트리아,Austria,니더외스터라이히,Niederosterreich,바하우,Wachau,바하우,Wachau,니콜라이호프,Nikolaihof
오스트리아,Austria,니더외스터라이히,Niederosterreich,바하우,Wachau,바하우,Wachau,프라거,Prager
오스트리아,Austria,니더외스터라이히,Niederosterreich,캄프탈,Kamptal,캄프탈,Kamptal,브륀들마이어,Brundlmayer
오스트리아,Austria,니더외스터라이히,Niederosterreich,크렘스탈,Kremstal,크렘스탈,Kremstal,,
오스트리아,Austria,니더외스터라이히,Niederosterreich,바인피어텔,Weinviertel,바인피어텔,Weinviertel,,
오스트리아,Austria,부르겐란트,Burgenland,부르겐란트,Burgenland,부르겐란트,Burgenland,,
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,베린저,Beringer
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,브라이언트 패밀리,Bryant Family
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,콜긴,Colgin
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,콘티뉴엄,Continuum
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,도미누스 에스테이트,Dominus Estate
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,덕혼,Duckhorn
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,하이츠 셀러,Heitz Cellar
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,인시그니아,Insignia
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,조셉 펠프스,Joseph Phelps
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,롬바우어,Rombauer
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,나파 밸리,Napa Valley,스포츠우드,Spottswoode
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,오크빌,Oakville,파 니엔테,Far Niente
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,오크빌,Oakville,할란 에스테이트,Harlan Estate
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,오크빌,Oakville,오퍼스 원,Opus One
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,오크빌,Oakville,로버트 몬다비,Robert Mondavi
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,오크빌,Oakville,스크리밍 이글,Screaming Eagle
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,러더퍼드,Rutherford,케이크브레드 셀러,Cakebread Cellars
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,러더퍼드,Rutherford,케이머스,Caymus
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,러더퍼드,Rutherford,케이머스 빈야드,Caymus Vineyards
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,러더퍼드,Rutherford,스케어크로,Scarecrow
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,스택스 립 디스트릭트,Stags Leap District,셰이퍼 빈야드,Shafer Vineyards
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,스택스 립 디스트릭트,Stags Leap District,스택스 립,Stag's Leap
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,스택스 립 디스트릭트,Stags Leap District,스택스 립 와인 셀러,Stag's Leap Wine Cellars
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,하웰 마운틴,Howell Mountain,,
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,스프링 마운틴,Spring Mountain,뉴튼 빈야드,Newton Vineyard
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,다이아몬드 마운틴,Diamond Mountain,다이아몬드 크릭,Diamond Creek
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,카네로스,Carneros,,
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,칼리스토가,Calistoga,샤토 몬텔레나,Chateau Montelena
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,욘트빌,Yountville,,
미국,USA,캘리포니아,California,나파 밸리,Napa Valley,마운트 비더,Mount Veeder,,
미국,USA,캘리포니아,California,소노마,Sonoma,러시안 리버 밸리,Russian River Valley,키슬러,Kistler
미국,USA,캘리포니아,California,소노마,Sonoma,러시안 리버 밸리,Russian River Valley,로키올리,Rochioli
미국,USA,캘리포니아,California,소노마,Sonoma,러시안 리버 밸리,Russian River Valley,소노마 커트러,Sonoma-Cutrer
미국,USA,캘리포니아,California,소노마,Sonoma,러시안 리버 밸리,Russian River Valley,윌리엄스 셀렘,Williams Selyem
미국,USA,캘리포니아,California,소노마,Sonoma,알렉산더 밸리,Alexander Valley,실버 오크,Silver Oak
미국,USA,캘리포니아,California,소노마,Sonoma,드라이 크릭 밸리,Dry Creek Valley,,
미국,USA,캘리포니아,California,소노마,Sonoma,소노마 코스트,Sonoma Coast,오베르,Aubert
미국,USA,캘리포니아,California,소노마,Sonoma,소노마 코스트,Sonoma Coast,샤토 세인트 진,Chateau St. Jean
미국,USA,캘리포니아,California,소노마,Sonoma,소노마 코스트,Sonoma Coast,리토라이,Littorai
미국,USA,캘리포니아,California,소노마,Sonoma,소노마 코스트,Sonoma Coast,마카신,Marcassin
미국,USA,캘리포니아,California,소노마,Sonoma,나이츠 밸리,Knights Valley,피터 마이클,Peter Michael
미국,USA,캘리포니아,California,센트럴 코스트,Central Coast,파소 로블스,Paso Robles,,
미국,USA,캘리포니아,California,센트럴 코스트,Central Coast,산타 바바라,Santa Barbara,오 봉 클리마,Au Bon Climat
미국,USA,캘리포니아,California,센트럴 코스트,Central Coast,산타 리타 힐스,Santa Rita Hills,시 스모크,Sea Smoke
미국,USA,캘리포니아,California,센트럴 코스트,Central Coast,몬터레이,Monterey,,
미국,USA,캘리포니아,California,센트럴 코스트,Central Coast,산타 루시아 하이랜즈,Santa Lucia Highlands,,
미국,USA,캘리포니아,California,시에라 풋힐스,Sierra Foothills,시에라 풋힐스,Sierra Foothills,,
미국,USA,캘리포니아,California,센트럴 밸리,Central Valley,로다이,Lodi,,
미국,USA,오리건,Oregon,윌라메트 밸리,Willamette Valley,윌라메트 밸리,Willamette Valley,보 프레르,Beaux Freres
미국,USA,오리건,Oregon,윌라메트 밸리,Willamette Valley,던디 힐스,Dundee Hills,도멘 드루앙 오리건,Domaine Drouhin Oregon
미국,USA,오리건,Oregon,윌라메트 밸리,Willamette Valley,던디 힐스,Dundee Hills,도멘 세렌,Domaine Serene
미국,USA,오리건,Oregon,서던 오리건,Southern Oregon,로그 밸리,Rogue Valley,,
미국,USA,워싱턴,Washington,컬럼비아 밸리,Columbia Valley,컬럼비아 밸리,Columbia Valley,샤토 생 미셸,Chateau Ste. Michelle
미국,USA,워싱턴,Washington,컬럼비아 밸리,Columbia Valley,컬럼비아 밸리,Columbia Valley,에로이카,Eroica
미국,USA,워싱턴,Washington,컬럼비아 밸리,Columbia Valley,컬럼비아 밸리,Columbia Valley,퀼세다 크릭,Quilceda Creek
미국,USA,워싱턴,Washington,컬럼비아 밸리,Columbia Valley,왈라 왈라 밸리,Walla Walla Valley,케이유즈,Cayuse
미국,USA,워싱턴,Washington,컬럼비아 밸리,Columbia Valley,왈라 왈라 밸리,Walla Walla Valley,레오네티 셀러,Leonetti Cellar
미국,USA,워싱턴,Washington,컬럼비아 밸리,Columbia Valley,레드 마운틴,Red Mountain,,
미국,USA,워싱턴,Washington,컬럼비아 밸리,Columbia Valley,야키마 밸리,Yakima Valley,,
미국,USA,뉴욕,New York,핑거 레이크스,Finger Lakes,핑거 레이크스,Finger Lakes,,
미국,USA,뉴욕,New York,롱 아일랜드,Long Island,롱 아일랜드,Long Island,,
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,우코 밸리,Uco Valley,살렌테인,Salentein
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,우코 밸리,Uco Valley,수카르디,Zuccardi
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,멘도사,Mendoza,아차발 페레르,Achaval-Ferrer
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,멘도사,Mendoza,카테나,Catena
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,멘도사,Mendoza,카테나 사파타,Catena Zapata
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,멘도사,Mendoza,슈발 데 안데스,Cheval des Andes
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,멘도사,Mendoza,노턴,Norton
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,멘도사,Mendoza,테라자스 데 로스 안데스,Terrazas de los Andes
아르헨티나,Argentina,멘도사,Mendoza,멘도사,Mendoza,멘도사,Mendoza,트라피체,Trapiche
아르헨티나,Argentina,살타,Salta,살타,Salta,살타,Salta,보데가 콜로메,Bodega Colome
칠레,Chile,센트럴 밸리,Central Valley,마이포,Maipo,마이포 밸리,Maipo Valley,알마비바,Almaviva
칠레,Chile,센트럴 밸리,Central Valley,마이포,Maipo,마이포 밸리,Maipo Valley,콘차 이 토로,Concha y Toro
칠레,Chile,센트럴 밸리,Central Valley,마이포,Maipo,마이포 밸리,Maipo Valley,쿠시뇨 마쿨,Cousino-Macul
칠레,Chile,센트럴 밸리,Central Valley,마이포,Maipo,마이포 밸리,Maipo Valley,데 마르티노,De Martino
칠레,Chile,센트럴 밸리,Central Valley,마이포,Maipo,마이포 밸리,Maipo Valley,돈 멜초르,Don Melchor
칠레,Chile,센트럴 밸리,Central Valley,마이포,Maipo,마이포 밸리,Maipo Valley,산타 리타,Santa Rita
칠레,Chile,센트럴 밸리,Central Valley,라펠,Rapel,콜차구아 밸리,Colchagua Valley,카사 라포스톨,Casa Lapostolle
칠레,Chile,센트럴 밸리,Central Valley,라펠,Rapel,콜차구아 밸리,Colchagua Valley,클로 아팔타,Clos Apalta
칠레,Chile,센트럴 밸리,Central Valley,라펠,Rapel,콜차구아 밸리,Colchagua Valley,코얌,Coyam
칠레,Chile,센트럴 밸리,Central Valley,라펠,Rapel,콜차구아 밸리,Colchagua Valley,에밀리아나,Emiliana
칠레,Chile,센트럴 밸리,Central Valley,라펠,Rapel,콜차구아 밸리,Colchagua Valley,로스 바스코스,Los Vascos
칠레,Chile,센트럴 밸리,Central Valley,라펠,Rapel,콜차구아 밸리,Colchagua Valley,몬테스,Montes
칠레,Chile,센트럴 밸리,Central Valley,라펠,Rapel,콜차구아 밸리,Colchagua Valley,몬테스 알파,Montes Alpha
칠레,Chile,센트럴 밸리,Central Valley,라펠,Rapel,라펠 밸리,Rapel Valley,,
칠레,Chile,센트럴 밸리,Central Valley,쿠리코,Curico,쿠리코 밸리,Curico Valley,,
칠레,Chile,아콩카과,Aconcagua,아콩카과,Aconcagua,카사블랑카 밸리,Casablanca Valley,베라몬테,Veramonte
칠레,Chile,아콩카과,Aconcagua,아콩카과,Aconcagua,아콩카과,Aconcagua,에라주리즈,Errazuriz
칠레,Chile,아콩카과,Aconcagua,아콩카과,Aconcagua,아콩카과,Aconcagua,세냐,Sena
칠레,Chile,아콩카과,Aconcagua,아콩카과,Aconcagua,아콩카과,Aconcagua,비냐 에라주리즈,Vina Errazuriz
칠레,Chile,코킴보,Coquimbo,엘키,Elqui,엘키 밸리,Valle del Elqui,,
칠레,Chile,남부,Southern,이타타,Itata,이타타 밸리,Valle del Itata,,
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,바로사 밸리,Barossa Valley,그랜지,Grange
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,바로사 밸리,Barossa Valley,제이콥스 크릭,Jacob's Creek
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,바로사 밸리,Barossa Valley,펜폴즈,Penfolds
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,바로사 밸리,Barossa Valley,펜폴즈 그랜지,Penfolds Grange
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,바로사 밸리,Barossa Valley,토브렉,Torbreck
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,바로사 밸리,Barossa Valley,투 핸즈,Two Hands
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,바로사 밸리,Barossa Valley,울프 블라스,Wolf Blass
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,바로사 밸리,Barossa Valley,얄룸바,Yalumba
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,에덴 밸리,Eden Valley,헨쉬케,Henschke
호주,Australia,사우스 오스트레일리아,South Australia,바로사,Barossa,에덴 밸리,Eden Valley,힐 오브 그레이스,Hill of Grace
호주,Australia,사우스 오스트레일리아,South Australia,플루리에,Fleurieu,맥라렌 베일,McLaren Vale,클라렌든 힐스,Clarendon Hills
호주,Australia,사우스 오스트레일리아,South Australia,플루리에,Fleurieu,맥라렌 베일,McLaren Vale,다렌버그,d'Arenberg
호주,Australia,사우스 오스트레일리아,South Australia,라임스톤 코스트,Limestone Coast,쿠나와라,Coonawarra,윈스,Wynns
호주,Australia,사우스 오스트레일리아,South Australia,마운트 로프티,Mount Lofty,클레어 밸리,Clare Valley,그로셋,Grosset
호주,Australia,사우스 오스트레일리아,South Australia,마운트 로프티,Mount Lofty,아델라이드 힐스,Adelaide Hills,,
호주,Australia,빅토리아,Victoria,포트 필립,Port Phillip,야라 밸리,Yarra Valley,마운트 메리,Mount Mary
호주,Australia,빅토리아,Victoria,포트 필립,Port Phillip,야라 밸리,Yarra Valley,야라 예링,Yarra Yering
호주,Australia,빅토리아,Victoria,센트럴 빅토리아,Central Victoria,히스코트,Heathcote,자콘다,Giaconda
호주,Australia,웨스턴 오스트레일리아,Western Australia,쉬드 우에스트,South West,마가렛 리버,Margaret River,컬렌 와인즈,Cullen Wines
호주,Australia,웨스턴 오스트레일리아,Western Australia,쉬드 우에스트,South West,마가렛 리버,Margaret River,리우윈 에스테이트,Leeuwin Estate
호주,Australia,웨스턴 오스트레일리아,Western Australia,쉬드 우에스트,South West,마가렛 리버,Margaret River,모스 우드,Moss Wood
호주,Australia,웨스턴 오스트레일리아,Western Australia,쉬드 우에스트,South West,마가렛 리버,Margaret River,바스 펠릭스,Vasse Felix
호주,Australia,뉴사우스웨일스,New South Wales,헌터,Hunter,헌터 밸리,Hunter Valley,,
뉴질랜드,New Zealand,남섬,South Island,말보로,Marlborough,말보로,Marlborough,클라우디 베이,Cloudy Bay
뉴질랜드,New Zealand,남섬,South Island,말보로,Marlborough,말보로,Marlborough,독 포인트,Dog Point
뉴질랜드,New Zealand,남섬,South Island,말보로,Marlborough,말보로,Marlborough,그레이웩,Greywacke
뉴질랜드,New Zealand,남섬,South Island,말보로,Marlborough,말보로,Marlborough,킴 크로포드,Kim Crawford
뉴질랜드,New Zealand,남섬,South Island,말보로,Marlborough,말보로,Marlborough,오이스터 베이,Oyster Bay
뉴질랜드,New Zealand,남섬,South Island,말보로,Marlborough,말보로,Marlborough,빌라 마리아,Villa Maria
뉴질랜드,New Zealand,남섬,South Island,센트럴 오타고,Central Otago,센트럴 오타고,Central Otago,펠튼 로드,Felton Road
뉴질랜드,New Zealand,북섬,North Island,호크스 베이,Hawke's Bay,호크스 베이,Hawke's Bay,크래기 레인지,Craggy Range
뉴질랜드,New Zealand,북섬,North Island,호크스 베이,Hawke's Bay,호크스 베이,Hawke's Bay,쿠뮤 리버,Kumeu River
뉴질랜드,New Zealand,북섬,North Island,호크스 베이,Hawke's Bay,호크스 베이,Hawke's Bay,테 마타,Te Mata
뉴질랜드,New Zealand,북섬,North Island,와이라라파,Wairarapa,마틴버러,Martinborough,아타 랑기,Ata Rangi
남아프리카공화국,South Africa,코스탈 리전,Coastal Region,스텔렌보스,Stellenbosch,스텔렌보스,Stellenbosch,카논콥,Kanonkop
남아프리카공화국,South Africa,코스탈 리전,Coastal Region,스텔렌보스,Stellenbosch,스텔렌보스,Stellenbosch,메르러스트,Meerlust
남아프리카공화국,South Africa,코스탈 리전,Coastal Region,스텔렌보스,Stellenbosch,스텔렌보스,Stellenbosch,루스텐버그,Rustenberg
남아프리카공화국,South Africa,코스탈 리전,Coastal Region,스텔렌보스,Stellenbosch,스텔렌보스,Stellenbosch,베르헬레헨,Vergelegen
남아프리카공화국,South Africa,코스탈 리전,Coastal Region,파를,Paarl,파를,Paarl,,
남아프리카공화국,South Africa,코스탈 리전,Coastal Region,스와트랜드,Swartland,스와트랜드,Swartland,부켄하우츠클루프,Boekenhoutskloof
남아프리카공화국,South Africa,코스탈 리전,Coastal Region,스와트랜드,Swartland,스와트랜드,Swartland,사디 패밀리,Sadie Family
남아프리카공화국,South Africa,코스탈 리전,Coastal Region,콘스탄시아,Constantia,콘스탄시아,Constantia,클라인 콘스탄시아,Klein Constantia
남아프리카공화국,South Africa,케이프 사우스 코스트,Cape South Coast,워커 베이,Walker Bay,헤멜 엔 아르드 밸리,Hemel-en-Aarde Valley,해밀턴 러셀,Hamilton Russell
