canonical_id,type,name_ko,name_ko_primary,is_alias,name_en,name_display,tier,key_ko,key_en,key_len,region_group,ko_source,wikidata
pro01703,producer,도비사,도멘 도비사,1,Domaine Dauvissat,Domaine Dauvissat,,도비사,dauvissat,6,Burgundy,stripped,
pro01761,producer,도멘 뒤 비외 텔레그라프,도멘 뒤 비외 텔레그라프,0,Domaine du Vieux Telegraphe,Domaine du Vieux Telegraphe,,도메ᄂ뒤비ᅰ데ᄅ레그라브,du vieux telegraphe,21,France,producer,
pro01761,producer,뒤 비외 텔레그라프,도멘 뒤 비외 텔레그라프,1,Domaine du Vieux Telegraphe,Domaine du Vieux Telegraphe,,뒤비ᅰ데ᄅ레그라브,du vieux telegraphe,16,France,stripped,
pro01759,producer,도멘 뒤 파비용,도멘 뒤 파비용,0,Domaine du Pavillon,Domaine du Pavillon,,도메ᄂ뒤바비ᅩᆼ,du pavillon,13,,producer,
pro01759,producer,뒤 파비용,도멘 뒤 파비용,1,Domaine du Pavillon,Domaine du Pavillon,,뒤바비ᅩᆼ,du pavillon,8,,stripped,
pro01760,producer,도멘 뒤 페고,도멘 뒤 페고,0,Domaine du Pegau,Domaine du Pegau,,도메ᄂ뒤베고,du pegau,11,France,producer,
pro01760,producer,뒤 페고,도멘 뒤 페고,1,Domaine du Pegau,Domaine du Pegau,,뒤베고,du pegau,6,France,stripped,
pro01706,producer,도멘 뒤작,도멘 뒤작,0,Domaine Dujac,Domaine Dujac,,도메ᄂ뒤자ᄀ,dujac,10,Burgundy,producer,
pro01706,producer,도멘 드라가시,도멘 뒤작,1,Domaine Dujac,Domaine Dujac,,도메ᄂ드라가시,dujac,13,,alias,
pro01706,producer,뒤작,도멘 뒤작,1,Domaine Dujac,Domaine Dujac,,뒤자ᄀ,dujac,5,Burgundy,stripped,
pro01706,producer,드라가시,도멘 뒤작,1,Domaine Dujac,Domaine Dujac,,드라가시,dujac,8,,stripped,
pro01756,producer,도멘 드 라 로마네 콩티,도멘 드 라 로마네 콩티,0,Domaine de la Romanee-Conti,Domaine de la Romanee-Conti,,도메ᄂ드라로마네공디,de la romaneeconti,20,Burgundy,producer,
pro01756,producer,로마네 꽁띠,도멘 드 라 로마네 콩티,1,Domaine de la Romanee-Conti,Domaine de la Romanee-Conti,,로마네공디,de la romaneeconti,11,,alias,
pro01756,producer,도멘 드 라 로마네 꽁띠,도멘 드 라 로마네 콩티,1,Domaine de la Romanee-Conti,Domaine de la Romanee-Conti,,도메ᄂ드라로마네공디,de la romaneeconti,20,,alias,
pro01756,producer,드 라 로마네 콩티,도멘 드 라 로마네 콩티,1,Domaine de la Romanee-Conti,Domaine de la Romanee-Conti,,드라로마네공디,de la romaneeconti,15,Burgundy,stripped,
pro01756,producer,드 라 로마네 꽁띠,도멘 드 라 로마네 콩티,1,Domaine de la Romanee-Conti,Domaine de la Romanee-Conti,,드라로마네공디,de la romaneeconti,15,,stripped,
pro01755,producer,도멘 드 라 모르도레,도멘 드 라 모르도레,0,Domaine de la Mordoree,Domaine de la Mordoree,,도메ᄂ드라모르도레,de la mordoree,17,France,producer,
pro01755,producer,드 라 모르도레,도멘 드 라 모르도레,1,Domaine de la Mordoree,Domaine de la Mordoree,,드라모르도레,de la mordoree,12,France,stripped,
pro01757,producer,도멘 드 라 부주레,도멘 드 라 부주레,0,Domaine de la Vougeraie,Domaine de la Vougeraie,,도메ᄂ드라부주레,de la vougeraie,15,Burgundy,producer,
pro01757,producer,드 라 부주레,도멘 드 라 부주레,1,Domaine de la Vougeraie,Domaine de la Vougeraie,,드라부주레,de la vougeraie,10,Burgundy,stripped,
pro01754,producer,도멘 드 라 자나스,도멘 드 라 자나스,0,Domaine de la Janasse,Domaine de la Janasse,,도메ᄂ드라자나스,de la janasse,15,,producer,
pro01754,producer,드 라 자나스,도멘 드 라 자나스,1,Domaine de la Janasse,Domaine de la Janasse,,드라자나스,de la janasse,10,,stripped,
pro01752,producer,도멘 드 레글리즈,도멘 드 레글리즈,0,Domaine de L'Eglise,Domaine de L'Eglise,,도메ᄂ드레그ᄅ리즈,de leglise,16,Bordeaux,producer,
pro01752,producer,드 레글리즈,도멘 드 레글리즈,1,Domaine de L'Eglise,Domaine de L'Eglise,,드레그ᄅ리즈,de leglise,11,Bordeaux,stripped,
pro01753,producer,도멘 드 몽티유,도멘 드 몽티유,0,Domaine de Montille,Domaine de Montille,,도메ᄂ드몽디ᅮ,de montille,13,,producer,
pro01753,producer,도멘 몽티유,도멘 드 몽티유,1,Domaine de Montille,Domaine de Montille,,도메ᄂ몽디ᅮ,de montille,11,,alias,
pro01753,producer,몽티유,도멘 드 몽티유,1,Domaine de Montille,Domaine de Montille,,몽디ᅮ,de montille,6,,stripped,
pro01753,producer,드 몽티유,도멘 드 몽티유,1,Domaine de Montille,Domaine de Montille,,드몽디ᅮ,de montille,8,,stripped,
pro01751,producer,도멘 드 슈발리에,도멘 드 슈발리에,0,Domaine de Chevalier,Domaine de Chevalier,,도메ᄂ드수바ᄅ리ᅦ,de chevalier,15,Bordeaux,producer,
pro01751,producer,도멘드슈발리에,도멘 드 슈발리에,1,Domaine de Chevalier,Domaine de Chevalier,,도메ᄂ드수바ᄅ리ᅦ,de chevalier,15,,alias,
pro01751,producer,드 슈발리에,도멘 드 슈발리에,1,Domaine de Chevalier,Domaine de Chevalier,,드수바ᄅ리ᅦ,de chevalier,10,Bordeaux,stripped,
pro01704,producer,도멘 드니 모르테,도멘 드니 모르테,0,Domaine Denis Mortet,Domaine Denis Mortet,,도메ᄂ드니모르데,denis mortet,15,Burgundy,producer,
pro01704,producer,드니 모르테,도멘 드니 모르테,1,Domaine Denis Mortet,Domaine Denis Mortet,,드니모르데,denis mortet,10,Burgundy,stripped,
pro01705,producer,도멘 드루앙 오리건,도멘 드루앙 오리건,0,Domaine Drouhin Oregon,Domaine Drouhin Oregon,,도메ᄂ드루ᅡᆼᅩ리거ᄂ,drouhin oregon,17,USA,producer,
pro01705,producer,드루앙 오리건,도멘 드루앙 오리건,1,Domaine Drouhin Oregon,Domaine Drouhin Oregon,,드루ᅡᆼᅩ리거ᄂ,drouhin oregon,12,USA,stripped,
pro01721,producer,도멘 라로슈,도멘 라로슈,0,Domaine Laroche,Domaine Laroche,,도메ᄂ라로수,laroche,11,Burgundy,producer,
pro01721,producer,라로슈,도멘 라로슈,1,Domaine Laroche,Domaine Laroche,,라로수,laroche,6,Burgundy,stripped,
pro01735,producer,도멘 라모네,도멘 라모네,0,Domaine Ramonet,Domaine Ramonet,,도메ᄂ라모네,ramonet,11,Burgundy,producer,
pro01735,producer,도멘 라몽네,도멘 라모네,1,Domaine Ramonet,Domaine Ramonet,,도메ᄂ라몽네,ramonet,12,,alias,
pro01735,producer,라모네,도멘 라모네,1,Domaine Ramonet,Domaine Ramonet,,라모네,ramonet,6,Burgundy,stripped,
pro01735,producer,라몽네,도멘 라모네,1,Domaine Ramonet,Domaine Ramonet,,라몽네,ramonet,7,,stripped,
pro01736,producer,도멘 라브노,도멘 라브노,0,Domaine Raveneau,Domaine Raveneau,,도메ᄂ라브노,raveneau,11,Burgundy,producer,
pro01736,producer,라브노,도멘 라브노,1,Domaine Raveneau,Domaine Raveneau,,라브노,raveneau,6,Burgundy,stripped,
pro01720,producer,도멘 라파르주,도멘 라파르주,0,Domaine Lafarge,Domaine Lafarge,,도메ᄂ라바르주,lafarge,13,Burgundy,producer,
pro01720,producer,라파르주,도멘 라파르주,1,Domaine Lafarge,Domaine Lafarge,,라바르주,lafarge,8,Burgundy,stripped,
pro01719,producer,도멘 라파주,도멘 라파주,0,Domaine Lafage,Domaine Lafage,,도메ᄂ라바주,lafage,11,,producer,
pro01719,producer,라파주,도멘 라파주,1,Domaine Lafage,Domaine Lafage,,라바주,lafage,6,,stripped,
pro01738,producer,도멘 로베르 그로피에,도멘 로베르 그로피에,0,Domaine Robert Groffier,Domaine Robert Groffier,,도메ᄂ로베르그로비ᅦ,robert groffier,18,,producer,
pro01738,producer,로베르 그로피에,도멘 로베르 그로피에,1,Domaine Robert Groffier,Domaine Robert Groffier,,로베르그로비ᅦ,robert groffier,13,,stripped,
pro01739,producer,도멘 룰로,도멘 룰로,0,Domaine Roulot,Domaine Roulot,,도메ᄂ루ᄅ로,roulot,10,Burgundy,producer,
pro01739,producer,룰로,도멘 룰로,1,Domaine Roulot,Domaine Roulot,,루ᄅ로,roulot,5,Burgundy,stripped,
pro01724,producer,도멘 뤼시앵 르 무안,도멘 뤼시앵 르 무안,0,Domaine Lucien Le Moine,Domaine Lucien Le Moine,,도메ᄂ뤼시ᅦᆼ르무ᅡᄂ,lucien le moine,17,,producer,
pro01724,producer,도멘 루시앙 느샤를로,도멘 뤼시앵 르 무안,1,Domaine Lucien Le Moine,Domaine Lucien Le Moine,,도메ᄂ루시ᅡᆼ느사르ᄅ로,lucien le moine,20,,alias,
pro01724,producer,뤼시앵 르 무안,도멘 뤼시앵 르 무안,1,Domaine Lucien Le Moine,Domaine Lucien Le Moine,,뤼시ᅦᆼ르무ᅡᄂ,lucien le moine,12,,stripped,
pro01724,producer,루시앙 느샤를로,도멘 뤼시앵 르 무안,1,Domaine Lucien Le Moine,Domaine Lucien Le Moine,,루시ᅡᆼ느사르ᄅ로,lucien le moine,15,,stripped,
pro01737,producer,도멘 르나르다 파슈,도멘 르나르다 파슈,0,Domaine Renardat-Fache,Domaine Renardat-Fache,,도메ᄂ르나르다바수,renardatfache,17,,producer,
pro01737,producer,도멘 앙글로 세르동,도멘 르나르다 파슈,1,Domaine Renardat-Fache,Domaine Renardat-Fache,,도메낭그ᄅ로세르동,renardatfache,19,,alias,
pro01737,producer,르나르다 파슈,도멘 르나르다 파슈,1,Domaine Renardat-Fache,Domaine Renardat-Fache,,르나르다바수,renardatfache,12,,stripped,
pro01737,producer,앙글로 세르동,도멘 르나르다 파슈,1,Domaine Renardat-Fache,Domaine Renardat-Fache,,ᅡᆼ그ᄅ로세르동,renardatfache,14,,stripped,
pro01723,producer,도멘 르로이,도멘 르로이,0,Domaine Leroy,Domaine Leroy,,도메ᄂ르로ᅵ,leroy,10,Burgundy,producer,
pro01723,producer,도멘 르루아,도멘 르로이,1,Domaine Leroy,Domaine Leroy,,도메ᄂ르루ᅡ,leroy,10,,alias,
pro01723,producer,르로이,도멘 르로이,1,Domaine Leroy,Domaine Leroy,,르로ᅵ,leroy,5,Burgundy,stripped,
pro01723,producer,르루아,도멘 르로이,1,Domaine Leroy,Domaine Leroy,,르루ᅡ,leroy,5,,stripped,
pro01722,producer,도멘 르플레브,도멘 르플레브,0,Domaine Leflaive,Domaine Leflaive,,도메ᄂ르브ᄅ레브,leflaive,14,Burgundy,producer,
pro01722,producer,도멘느 르플레브,도멘 르플레브,1,Domaine Leflaive,Domaine Leflaive,,도메ᄂ느르브ᄅ레브,leflaive,16,,alias,
pro01722,producer,르플레브,도멘 르플레브,1,Domaine Leflaive,Domaine Leflaive,,르브ᄅ레브,leflaive,9,Burgundy,stripped,
pro01725,producer,도멘 마르셀 다이스,도멘 마르셀 다이스,0,Domaine Marcel Deiss,Domaine Marcel Deiss,,도메ᄂ마르세ᄅ다ᅵ스,marcel deiss,17,France,producer,
pro01725,producer,마르셀 다이스,도멘 마르셀 다이스,1,Domaine Marcel Deiss,Domaine Marcel Deiss,,마르세ᄅ다ᅵ스,marcel deiss,12,France,stripped,
pro01726,producer,도멘 마르키 당제르빌,도멘 마르키 당제르빌,0,Domaine Marquis d'Angerville,Domaine Marquis d'Angerville,,도메ᄂ마르기당제르비ᄅ,marquis dangerville,21,Burgundy,producer,
pro01726,producer,마르키 당제르빌,도멘 마르키 당제르빌,1,Domaine Marquis d'Angerville,Domaine Marquis d'Angerville,,마르기당제르비ᄅ,marquis dangerville,16,Burgundy,stripped,
pro01727,producer,도멘 메오 카뮈제,도멘 메오 카뮈제,0,Domaine Meo-Camuzet,Domaine Meo-Camuzet,,도메ᄂ메ᅩ가뮈제,meocamuzet,14,Burgundy,producer,
pro01727,producer,메오 카뮈제,도멘 메오 카뮈제,1,Domaine Meo-Camuzet,Domaine Meo-Camuzet,,메ᅩ가뮈제,meocamuzet,9,Burgundy,stripped,
pro01729,producer,도멘 뮈니에,도멘 뮈니에,0,Domaine Mugnier,Domaine Mugnier,,도메ᄂ뮈니ᅦ,mugnier,10,Burgundy,producer,
pro01729,producer,뮈니에,도멘 뮈니에,1,Domaine Mugnier,Domaine Mugnier,,뮈니ᅦ,mugnier,5,Burgundy,stripped,
pro01728,producer,도멘 미셸 콜랭 들레제,도멘 미셸 콜랭 들레제,0,Domaine Michel Colin-Deleger,Domaine Michel Colin-Deleger,,도메ᄂ미세ᄅ고ᄅ렝드ᄅ레제,michel colindeleger,23,,producer,
pro01728,producer,미셸 콜랭 들레제,도멘 미셸 콜랭 들레제,1,Domaine Michel Colin-Deleger,Domaine Michel Colin-Deleger,,미세ᄅ고ᄅ렝드ᄅ레제,michel colindeleger,18,,stripped,
pro01762,producer,도멘 바롱 드 로칠드,도멘 바롱 드 로칠드,0,Domaines Barons de Rothschild,Domaines Barons de Rothschild,,도메ᄂ바롱드로지ᄅ드,domaines barons de rothschild,19,France,producer,
pro01762,producer,바롱 드 로칠드,도멘 바롱 드 로칠드,1,Domaines Barons de Rothschild,Domaines Barons de Rothschild,,바롱드로지ᄅ드,domaines barons de rothschild,14,France,stripped,
pro01746,producer,도멘 바슈롱,도멘 바슈롱,0,Domaine Vacheron,Domaine Vacheron,,도메ᄂ바수롱,vacheron,12,France,producer,
pro01746,producer,바슈롱,도멘 바슈롱,1,Domaine Vacheron,Domaine Vacheron,,바수롱,vacheron,7,France,stripped,
pro01695,producer,도멘 바슐레,도멘 바슐레,0,Domaine Bachelet,Domaine Bachelet,,도메ᄂ바수ᄅ레,bachelet,12,Burgundy,producer,
pro01695,producer,바슐레,도멘 바슐레,1,Domaine Bachelet,Domaine Bachelet,,바수ᄅ레,bachelet,7,Burgundy,stripped,
pro01748,producer,도멘 바인바흐,도멘 바인바흐,0,Domaine Weinbach,Domaine Weinbach,,도메ᄂ바ᅵᄂ바흐,weinbach,13,France,producer,
pro01748,producer,바인바흐,도멘 바인바흐,1,Domaine Weinbach,Domaine Weinbach,,바ᅵᄂ바흐,weinbach,8,France,stripped,
pro01747,producer,도멘 뱅상 도비사,도멘 뱅상 도비사,0,Domaine Vincent Dauvissat,Domaine Vincent Dauvissat,,도메ᄂ벵상도비사,vincent dauvissat,17,,producer,
pro01747,producer,뱅상 도비사,도멘 뱅상 도비사,1,Domaine Vincent Dauvissat,Domaine Vincent Dauvissat,,벵상도비사,vincent dauvissat,12,,stripped,
pro01696,producer,도멘 보노 뒤 마르트레,도멘 보노 뒤 마르트레,0,Domaine Bonneau du Martray,Domaine Bonneau du Martray,,도메ᄂ보노뒤마르드레,bonneau du martray,19,Burgundy,producer,
pro01696,producer,도멘 본 두 마르트레이,도멘 보노 뒤 마르트레,1,Domaine Bonneau du Martray,Domaine Bonneau du Martray,,도메ᄂ보ᄂ두마르드레ᅵ,bonneau du martray,19,,alias,
pro01696,producer,보노 뒤 마르트레,도멘 보노 뒤 마르트레,1,Domaine Bonneau du Martray,Domaine Bonneau du Martray,,보노뒤마르드레,bonneau du martray,14,Burgundy,stripped,
pro01696,producer,본 두 마르트레이,도멘 보노 뒤 마르트레,1,Domaine Bonneau du Martray,Domaine Bonneau du Martray,,보ᄂ두마르드레ᅵ,bonneau du martray,14,,stripped,
pro01697,producer,도멘 브뤼노 클레르,도멘 브뤼노 클레르,0,Domaine Bruno Clair,Domaine Bruno Clair,,도메ᄂ브뤼노그ᄅ레르,bruno clair,18,Burgundy,producer,
pro01697,producer,브뤼노 클레르,도멘 브뤼노 클레르,1,Domaine Bruno Clair,Domaine Bruno Clair,,브뤼노그ᄅ레르,bruno clair,13,Burgundy,stripped,
pro01740,producer,도멘 생 콤,도멘 생 콤,0,Domaine Saint Cosme,Domaine Saint Cosme,,도메ᄂ셍고ᄆ,saint cosme,11,,producer,
pro01740,producer,생 콤,도멘 생 콤,1,Domaine Saint Cosme,Domaine Saint Cosme,,셍고ᄆ,saint cosme,6,,stripped,
pro01698,producer,도멘 샹동,도멘 샹동,0,Domaine Chandon,Domaine Chandon,,도메ᄂ상동,chandon,11,France,producer,
pro01698,producer,샹동,도멘 샹동,1,Domaine Chandon,Domaine Chandon,,상동,chandon,6,France,stripped,
pro01742,producer,도멘 세렌,도멘 세렌,0,Domaine Serene,Domaine Serene,,도메ᄂ세레ᄂ,serene,10,USA,producer,
pro01742,producer,세렌,도멘 세렌,1,Domaine Serene,Domaine Serene,,세레ᄂ,serene,5,USA,stripped,
pro01741,producer,도멘 슐룸베르거,도멘 슐룸베르거,0,Domaine Schlumberger,Domaine Schlumberger,,도메ᄂ수ᄅ루ᄆ베르거,schlumberger,17,,producer,
pro01741,producer,슐룸베르거,도멘 슐룸베르거,1,Domaine Schlumberger,Domaine Schlumberger,,수ᄅ루ᄆ베르거,schlumberger,12,,stripped,
pro01693,producer,도멘 아르망 루소,도멘 아르망 루소,0,Domaine Armand Rousseau,Domaine Armand Rousseau,,도메나르망루소,armand rousseau,15,Burgundy,producer,
pro01693,producer,아르망 루소,도멘 아르망 루소,1,Domaine Armand Rousseau,Domaine Armand Rousseau,,ᅡ르망루소,armand rousseau,10,Burgundy,stripped,
pro01691,producer,도멘 안 그로,도멘 안 그로,0,Domaine Anne Gros,Domaine Anne Gros,,도메나ᄂ그로,anne gros,11,Burgundy,producer,
pro01691,producer,안 그로,도멘 안 그로,1,Domaine Anne Gros,Domaine Anne Gros,,ᅡᄂ그로,anne gros,6,Burgundy,stripped,
pro01689,producer,도멘 알랭 뷔르게,도멘 알랭 뷔르게,0,Domaine Alain Burguet,Domaine Alain Burguet,,도메나ᄅ렝뷔르게,alain burguet,16,,producer,
pro01689,producer,알랭 뷔르게,도멘 알랭 뷔르게,1,Domaine Alain Burguet,Domaine Alain Burguet,,ᅡᄅ렝뷔르게,alain burguet,11,,stripped,
pro01690,producer,도멘 알맹,도멘 알맹,0,Domaine Alain Graillot,Domaine Alain Graillot,,도메나ᄅ멩,alain graillot,10,,alias,
pro01690,producer,알맹,도멘 알맹,1,Domaine Alain Graillot,Domaine Alain Graillot,,ᅡᄅ멩,alain graillot,5,,stripped,
pro01715,producer,도멘 앙리 구주,도멘 앙리 구주,0,Domaine Henri Gouges,Domaine Henri Gouges,,도메낭리구주,henri gouges,13,,producer,
pro01715,producer,앙리 구주,도멘 앙리 구주,1,Domaine Henri Gouges,Domaine Henri Gouges,,ᅡᆼ리구주,henri gouges,8,,stripped,
pro01714,producer,도멘 앙리 부아요,도멘 앙리 부아요,0,Domaine Henri Boillot,Domaine Henri Boillot,,도메낭리부ᅡᅩ,henri boillot,13,,producer,
pro01714,producer,도멘 앙리 보요,도멘 앙리 부아요,1,Domaine Henri Boillot,Domaine Henri Boillot,,도메낭리보ᅩ,henri boillot,12,,alias,
pro01714,producer,앙리 보요,도멘 앙리 부아요,1,Domaine Henri Boillot,Domaine Henri Boillot,,ᅡᆼ리보ᅩ,henri boillot,7,,stripped,
pro01714,producer,앙리 부아요,도멘 앙리 부아요,1,Domaine Henri Boillot,Domaine Henri Boillot,,ᅡᆼ리부ᅡᅩ,henri boillot,8,,stripped,
pro01692,producer,도멘 앙투안 조바르,도멘 앙투안 조바르,0,Domaine Antoine Jobard,Domaine Antoine Jobard,,도메낭두ᅡᄂ조바르,antoine jobard,17,,producer,
pro01692,producer,도멘 앙투안 요바르,도멘 앙투안 조바르,1,Domaine Antoine Jobard,Domaine Antoine Jobard,,도메낭두ᅡ노바르,antoine jobard,16,,alias,
pro01692,producer,앙투안 조바르,도멘 앙투안 조바르,1,Domaine Antoine Jobard,Domaine Antoine Jobard,,ᅡᆼ두ᅡᄂ조바르,antoine jobard,12,,stripped,
pro01692,producer,앙투안 요바르,도멘 앙투안 조바르,1,Domaine Antoine Jobard,Domaine Antoine Jobard,,ᅡᆼ두ᅡ노바르,antoine jobard,11,,stripped,
pro01707,producer,도멘 에티엔 소제,도멘 에티엔 소제,0,Domaine Etienne Sauzet,Domaine Etienne Sauzet,,도메네디ᅦᄂ소제,etienne sauzet,14,Burgundy,producer,
pro01707,producer,에티엔 소제,도멘 에티엔 소제,1,Domaine Etienne Sauzet,Domaine Etienne Sauzet,,ᅦ디ᅦᄂ소제,etienne sauzet,9,Burgundy,stripped,
pro01694,producer,도멘 오귀스트 클라프,도멘 오귀스트 클라프,0,Domaine Auguste Clape,Domaine Auguste Clape,,도메노귀스드그ᄅ라브,auguste clape,19,,producer,
pro01694,producer,오귀스트 클라프,도멘 오귀스트 클라프,1,Domaine Auguste Clape,Domaine Auguste Clape,,ᅩ귀스드그ᄅ라브,auguste clape,14,,stripped,
pro01731,producer,도멘 오스테르타그,도멘 오스테르타그,0,Domaine Ostertag,Domaine Ostertag,,도메노스데르다그,ostertag,16,France,producer,
pro01731,producer,오스테르타그,도멘 오스테르타그,1,Domaine Ostertag,Domaine Ostertag,,ᅩ스데르다그,ostertag,11,France,stripped,
pro01730,producer,도멘 오지에,도멘 오지에,0,Domaine Ogier,Domaine Ogier,,도메노지ᅦ,ogier,9,,producer,
pro01730,producer,오지에,도멘 오지에,1,Domaine Ogier,Domaine Ogier,,ᅩ지ᅦ,ogier,4,,stripped,
pro01732,producer,도멘 오트,도멘 오트,0,Domaine Ott,Domaine Ott,,도메노드,ott,8,France,producer,
pro01732,producer,오트,도멘 오트,1,Domaine Ott,Domaine Ott,,ᅩ드,ott,3,France,stripped,
pro01716,producer,도멘 위베르 리니에,도멘 위베르 리니에,0,Domaine Hubert Lignier,Domaine Hubert Lignier,,도메뉘베르리니ᅦ,hubert lignier,15,Burgundy,producer,
pro01716,producer,위베르 리니에,도멘 위베르 리니에,1,Domaine Hubert Lignier,Domaine Hubert Lignier,,ᅱ베르리니ᅦ,hubert lignier,10,Burgundy,stripped,
pro01717,producer,도멘 위에,도멘 위에,0,Domaine Huet,Domaine Huet,,도메뉘ᅦ,huet,7,France,producer,
pro01717,producer,위에,도멘 위에,1,Domaine Huet,Domaine Huet,,ᅱᅦ,huet,2,France,stripped,
pro01718,producer,도멘 자메,도멘 자메,0,Domaine Jamet,Domaine Jamet,,도메ᄂ자메,jamet,9,France,producer,
pro01718,producer,자메,도멘 자메,1,Domaine Jamet,Domaine Jamet,,자메,jamet,4,France,stripped,
pro01713,producer,도멘 조르주 루미에,도멘 조르주 루미에,0,Domaine Georges Roumier,Domaine Georges Roumier,,도메ᄂ조르주루미ᅦ,georges roumier,16,Burgundy,producer,
pro01713,producer,조르쥬 루미에,도멘 조르주 루미에,1,Domaine Georges Roumier,Domaine Georges Roumier,,조르주루미ᅦ,georges roumier,11,,alias,
pro01713,producer,도멘 조르주 후미에,도멘 조르주 루미에,1,Domaine Georges Roumier,Domaine Georges Roumier,,도메ᄂ조르주후미ᅦ,georges roumier,16,,alias,
pro01713,producer,조르주 루미에,도멘 조르주 루미에,1,Domaine Georges Roumier,Domaine Georges Roumier,,조르주루미ᅦ,georges roumier,11,Burgundy,stripped,
pro01713,producer,조르주 후미에,도멘 조르주 루미에,1,Domaine Georges Roumier,Domaine Georges Roumier,,조르주후미ᅦ,georges roumier,11,,stripped,
pro01749,producer,도멘 진트 훔브레히트,도멘 진트 훔브레히트,0,Domaine Zind-Humbrecht,Domaine Zind-Humbrecht,,도메ᄂ지ᄂ드후ᄆ브레히드,zindhumbrecht,21,France,producer,
pro01749,producer,진트 훔브레히트,도멘 진트 훔브레히트,1,Domaine Zind-Humbrecht,Domaine Zind-Humbrecht,,지ᄂ드후ᄆ브레히드,zindhumbrecht,16,France,stripped,
pro01700,producer,도멘 코슈 뒤리,도멘 코슈 뒤리,0,Domaine Coche-Dury,Domaine Coche-Dury,,도메ᄂ고수뒤리,cochedury,13,Burgundy,producer,
pro01700,producer,꼬슈 뒤리,도멘 코슈 뒤리,1,Domaine Coche-Dury,Domaine Coche-Dury,,고수뒤리,cochedury,8,,alias,
pro01700,producer,도멘 코슈 두리,도멘 코슈 뒤리,1,Domaine Coche-Dury,Domaine Coche-Dury,,도메ᄂ고수두리,cochedury,13,,alias,
pro01700,producer,코슈 뒤리,도멘 코슈 뒤리,1,Domaine Coche-Dury,Domaine Coche-Dury,,고수뒤리,cochedury,8,Burgundy,stripped,
pro01700,producer,코슈 두리,도멘 코슈 뒤리,1,Domaine Coche-Dury,Domaine Coche-Dury,,고수두리,cochedury,8,,stripped,
pro01702,producer,도멘 콩트 라퐁,도멘 콩트 라퐁,0,Domaine Comtes Lafon,Domaine Comtes Lafon,,도메ᄂ공드라봉,comtes lafon,15,Burgundy,producer,
pro01702,producer,콩트 라퐁,도멘 콩트 라퐁,1,Domaine Comtes Lafon,Domaine Comtes Lafon,,공드라봉,comtes lafon,10,Burgundy,stripped,
pro01701,producer,도멘 콩트 조르주 드 보귀에,도멘 콩트 조르주 드 보귀에,0,Domaine Comte Georges de Vogue,Domaine Comte Georges de Vogue,,도메ᄂ공드조르주드보귀ᅦ,comte georges de vogue,23,Burgundy,producer,
pro01701,producer,콩트 조르주 드 보귀에,도멘 콩트 조르주 드 보귀에,1,Domaine Comte Georges de Vogue,Domaine Comte Georges de Vogue,,공드조르주드보귀ᅦ,comte georges de vogue,18,Burgundy,stripped,
pro01699,producer,도멘 클로드 뒤가,도멘 클로드 뒤가,0,Domaine Claude Dugat,Domaine Claude Dugat,,도메ᄂ그ᄅ로드뒤가,claude dugat,16,,producer,
pro01699,producer,클로드 뒤가,도멘 클로드 뒤가,1,Domaine Claude Dugat,Domaine Claude Dugat,,그ᄅ로드뒤가,claude dugat,11,,stripped,
pro01744,producer,도멘 탕피에,도멘 탕피에,0,Domaine Tempier,Domaine Tempier,,도메ᄂ당비ᅦ,tempier,11,France,producer,
pro01744,producer,탕피에,도멘 탕피에,1,Domaine Tempier,Domaine Tempier,,당비ᅦ,tempier,6,France,stripped,
pro01745,producer,도멘 트라페,도멘 트라페,0,Domaine Trapet,Domaine Trapet,,도메ᄂ드라베,trapet,11,Burgundy,producer,
pro01745,producer,트라페,도멘 트라페,1,Domaine Trapet,Domaine Trapet,,드라베,trapet,6,Burgundy,stripped,
pro01708,producer,도멘 페블레,도멘 페블레,0,Domaine Faiveley,Domaine Faiveley,,도메ᄂ베브ᄅ레,faiveley,12,Burgundy,producer,
pro01708,producer,페블레,도멘 페블레,1,Domaine Faiveley,Domaine Faiveley,,베브ᄅ레,faiveley,7,Burgundy,stripped,
pro01734,producer,도멘 퐁소,도멘 퐁소,0,Domaine Ponsot,Domaine Ponsot,,도메ᄂ봉소,ponsot,10,Burgundy,producer,
pro01734,producer,퐁소,도멘 퐁소,1,Domaine Ponsot,Domaine Ponsot,,봉소,ponsot,5,Burgundy,stripped,
pro01709,producer,도멘 퐁텐 가냐르,도멘 퐁텐 가냐르,0,Domaine Fontaine-Gagnard,Domaine Fontaine-Gagnard,,도메ᄂ봉데ᄂ가나르,fontainegagnard,17,,producer,
pro01709,producer,도멘 폰텐 간타르,도멘 퐁텐 가냐르,1,Domaine Fontaine-Gagnard,Domaine Fontaine-Gagnard,,도메ᄂ보ᄂ데ᄂ가ᄂ다르,fontainegagnard,18,,alias,
pro01709,producer,퐁텐 가냐르,도멘 퐁텐 가냐르,1,Domaine Fontaine-Gagnard,Domaine Fontaine-Gagnard,,봉데ᄂ가나르,fontainegagnard,12,,stripped,
pro01709,producer,폰텐 간타르,도멘 퐁텐 가냐르,1,Domaine Fontaine-Gagnard,Domaine Fontaine-Gagnard,,보ᄂ데ᄂ가ᄂ다르,fontainegagnard,13,,stripped,
pro01710,producer,도멘 푸리에,도멘 푸리에,0,Domaine Fourrier,Domaine Fourrier,,도메ᄂ부리ᅦ,fourrier,10,Burgundy,producer,
